user_location,user_created,date,text,flag
,2020-03-26 13:27:09,2020-12-11 16:19:51,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
_,2017-12-07 10:40:27,2020-12-11 16:34:38,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Indiana, USA",2016-03-05 05:40:21,2020-12-11 16:35:21,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-06-29 04:02:27,2020-12-11 16:35:52,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-06-15 21:25:45,2020-12-11 16:36:07,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-10-30 15:16:41,2020-12-11 16:56:44,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
NYC,2016-08-31 14:55:08,2020-12-11 16:57:33,RT @EmmetPeppers: Reason #44 why @tesla are the best cars: #Caraoke the car helps your kids learn to read while having family fun https://t…,positive
,2017-04-28 20:52:45,2020-12-11 16:57:54,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-07-17 04:58:59,2020-12-11 16:58:53,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"San Antonio, TX",2017-03-27 20:08:20,2020-12-11 16:59:53,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Seattle Washington ,2013-10-05 11:29:08,2020-12-11 17:00:18,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-08-04 23:19:07,2020-12-11 17:01:16,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
what,2020-06-30 19:51:08,2020-12-11 17:03:21,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-09-29 15:17:06,2020-12-11 17:03:51,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Carcassonne,2015-04-02 17:32:26,2020-12-11 17:04:51,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
United States,2019-02-27 17:40:50,2020-12-11 17:05:12,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-06-28 12:01:29,2020-12-11 17:05:46,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
 Twine SSD 7,2014-07-12 03:48:19,2020-12-11 17:05:55,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-08-16 07:45:24,2020-12-11 17:06:06,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-11-27 19:34:09,2020-12-11 17:06:11,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Las Palmas de Gran Canaria,2013-05-30 14:18:35,2020-12-11 16:55:53,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-10-06 05:14:38,2020-12-11 16:55:32,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-12-11 06:52:49,2020-12-11 16:55:03,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Discord,2020-12-07 18:46:02,2020-12-11 16:42:22,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-09-25 00:45:22,2020-12-11 16:37:02,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-03-30 17:01:12,2020-12-11 16:38:03,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Menlo Park, CA",2007-12-21 04:25:04,2020-12-11 16:39:13,"No shit.

https://t.co/6VAgIsXZlf",negative
,2020-05-28 02:13:05,2020-12-11 16:40:51,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Gainesville, FL",2016-02-01 23:43:11,2020-12-11 16:41:59,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-02-19 05:58:01,2020-12-11 16:42:03,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
United States,2015-12-27 06:15:41,2020-12-11 16:43:32,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Atlanta, GA",2019-03-30 18:52:54,2020-12-11 16:54:41,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-06-20 19:35:41,2020-12-11 16:47:52,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2017-10-17 21:29:15,2020-12-11 16:48:50,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2016-08-27 09:20:25,2020-12-11 16:49:58,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-09-28 15:50:05,2020-12-11 16:51:07,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-10-28 10:35:11,2020-12-11 16:51:32,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Warszawa, Polska",2018-08-31 20:31:04,2020-12-11 16:54:01,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
School. Always school.,2015-05-29 19:43:58,2020-12-11 22:06:42,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"San Francisco, CA",2009-06-01 12:27:51,2020-12-11 22:07:43,RT @rolandlisf: Silicon Valley giant Oracle moves HQ from Redwood City to Austin. https://t.co/BPyQOGcZzC The CA -&gt; TX migration is becomin…,positive
,2020-02-20 03:01:21,2020-12-11 05:30:13,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"California, USA",2016-02-14 07:04:30,2020-12-12 08:09:45,"RT @ElectrekCo: Tesla is seeing strong demand but needs to increase production fast, says Elon Musk in leak email https://t.co/oviC5Moq83 b…",positive
"San Jose, CA",2011-06-11 01:57:52,2020-12-12 08:15:39,@aminozuur It also took Tesla some efforts to get https://t.co/HSYF1JskUL,positive
,2016-06-14 08:22:58,2020-12-12 08:15:56,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Some Where U Dont Have To Know,2015-04-21 17:09:21,2020-12-12 08:17:01,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Installation 09,2019-04-30 13:04:57,2020-12-12 08:19:08,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2012-10-21 17:38:12,2020-12-12 08:20:43,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
United States,2018-05-31 16:19:09,2020-12-12 08:22:12,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Friuli-Venezia Giulia, Italia",2017-05-17 15:07:42,2020-12-12 08:24:37,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-11-10 17:20:24,2020-12-12 08:30:58,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2016-03-30 03:33:33,2020-12-12 08:34:02,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2012-02-07 00:17:51,2020-12-12 08:34:42,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Breda, Nederland",2013-07-10 18:28:56,2020-12-12 08:38:06,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2016-07-09 15:03:25,2020-12-12 08:39:12,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2016-10-02 07:19:14,2020-12-12 08:44:11,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"San Francisco, CA",2008-10-29 21:10:22,2020-12-12 08:44:45,"So in this talk, @karpathy explains how Tesla approaches the full self driving problem with cameras as input. I’m essentially learning how to do the same on Rover for off-roading. Right now I am working on building the “Data Engine”.

https://t.co/Q7SYH5uzHm https://t.co/oOPBn37YoX",negative
"Igloo 534, Club penguin island",2018-06-03 14:59:37,2020-12-12 08:46:29,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-03-27 03:39:10,2020-12-12 08:11:55,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Kuantan, Pahang",2015-06-10 05:17:33,2020-12-12 08:06:16,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2011-04-09 03:15:24,2020-12-12 08:50:41,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Auckland, New Zealand",2020-08-20 00:52:59,2020-12-12 08:04:36,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Lisboa, Portugal",2012-09-10 18:24:53,2020-12-12 07:26:03,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"San Antonio, TX",2016-03-15 18:02:59,2020-12-12 07:30:23,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Silicon Valley,2018-07-08 20:42:31,2020-12-12 07:33:19,RT @teslaownerssv: Our first ever virtual orientation for model 3/Y owners. Sign up in the link below to get up to speed on your tesla. Dec…,positive
js.life.getLocation();,2020-06-24 17:47:55,2020-12-12 07:35:41,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Selangor, Malaysia",2018-07-08 00:05:31,2020-12-12 07:36:47,RT @teslaownerssv: Our first ever virtual orientation for model 3/Y owners. Sign up in the link below to get up to speed on your tesla. Dec…,positive
,2011-03-29 12:56:37,2020-12-12 07:37:35,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-01-19 07:50:52,2020-12-12 07:40:17,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2015-12-03 01:09:57,2020-12-12 07:41:23,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
San Jose CA,2011-02-10 04:01:47,2020-12-12 07:41:48,RT @teslaownerssv: Our first ever virtual orientation for model 3/Y owners. Sign up in the link below to get up to speed on your tesla. Dec…,positive
,2014-03-12 06:43:51,2020-12-12 07:42:30,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-06-04 11:50:11,2020-12-12 07:43:36,"RT @ElectrekCo: Tesla is seeing strong demand but needs to increase production fast, says Elon Musk in leak email https://t.co/oviC5Moq83 b…",positive
,2014-08-28 15:22:24,2020-12-12 07:44:45,"RT @ElectrekCo: Tesla is seeing strong demand but needs to increase production fast, says Elon Musk in leak email https://t.co/oviC5Moq83 b…",positive
,2020-12-06 11:41:56,2020-12-12 07:55:47,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-05-13 06:45:59,2020-12-12 07:56:51,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2009-03-07 05:04:16,2020-12-12 08:00:22,"RT @ElectrekCo: Tesla is seeing strong demand but needs to increase production fast, says Elon Musk in leak email https://t.co/oviC5Moq83 b…",positive
"California, USA",2016-04-12 15:22:37,2020-12-12 08:49:40,RT @ElectrekCo: Tesla expands in-house Self-Driving testing to Phoenix https://t.co/YhyIJHieF7 by @fredericlambert,positive
,2020-09-27 04:27:13,2020-12-12 08:51:07,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Orlando, FL",2013-11-17 06:32:05,2020-12-12 07:19:45,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Torrance, CA",2014-10-17 12:41:21,2020-12-12 09:29:52,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2015-06-21 11:06:37,2020-12-12 09:40:09,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-02-07 04:07:45,2020-12-12 09:43:07,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-05-27 12:43:43,2020-12-12 09:44:30,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Somewhere for sure... right?,2020-10-18 17:38:34,2020-12-12 09:44:56,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-07-19 21:41:04,2020-12-12 09:45:25,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Morioh, Japon",2015-06-07 10:58:36,2020-12-12 09:46:42,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"San Francisco, CA",2013-01-31 03:10:01,2020-12-12 09:52:27,Tesla to Replace Real-Estate Stock in S&amp;P 500 — Update - https://t.co/Pb5kqBPi9R https://t.co/p4Gf6ATh4z,positive
Gulf of Mexico,2018-08-31 17:12:58,2020-12-12 09:53:13,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Mumbai,2016-11-14 18:03:57,2020-12-12 09:56:24,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
United States,2015-02-17 04:46:28,2020-12-12 09:57:23,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2015-11-06 17:44:56,2020-12-12 09:58:23,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-11-28 21:32:35,2020-12-12 10:01:44,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-06-11 20:03:20,2020-12-12 10:06:36,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2010-11-14 23:34:36,2020-12-12 10:06:37,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Inland Empire, CA",2017-03-08 13:14:47,2020-12-12 10:08:02,"Coronavirus is accelerating a significant tech exodus out of California, w/Oracle announcing Friday that it has moved its headquarters from Redwood City to Austin, Texas. The move came just days after Tesla announced their move from Los Angeles to Austin. https://t.co/V59pNUfugb",positive
,2020-08-31 04:17:11,2020-12-12 09:32:18,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-07-17 21:22:49,2020-12-12 09:25:58,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"San Francisco, CA",2013-01-31 03:10:01,2020-12-12 08:52:07,Tesla to Replace Real-Estate Stock in S&amp;P 500 - https://t.co/Pb5kqBPi9R https://t.co/8xwqJ8sd74,positive
"Vancouver, Germany, Spain, USA",2009-05-13 22:18:19,2020-12-12 09:21:10,"RT @Scobleizer: I am thinking about a new book. Something science fiction.

“Tesla 2035: the world with Elon Musk owning most of transactio…",positive
"Oakland, CA",2016-05-22 17:37:47,2020-12-12 08:52:23,Do you know what the cost of a new car from Tesla is — Yes  https://t.co/Q97D1R4H6k,positive
,2016-04-19 13:59:12,2020-12-12 08:52:29,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Sacramento, CA",2018-10-01 10:54:14,2020-12-12 08:55:13,Oracle has joined Tesla in Texas.,positive
,2016-12-25 01:57:14,2020-12-12 08:57:34,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Hes my forever❤️❤️❤️,2020-05-26 16:29:53,2020-12-12 08:57:58,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
In the moon,2019-12-08 14:37:03,2020-12-12 09:00:57,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-03-27 19:59:42,2020-12-12 09:02:55,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-03-16 00:24:01,2020-12-12 09:04:35,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Aragón, España",2016-10-25 17:02:52,2020-12-12 09:07:24,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Pennsylvania, USA",2017-08-22 03:32:22,2020-12-12 09:12:55,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
San Francisco,2013-07-16 15:50:59,2020-12-12 09:13:46,@adamnash @realankitjain @pamelamgust @Tesla Elon is the second wealthiest person in the world...,positive
,2018-05-12 02:54:55,2020-12-12 09:14:21,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Vibe Central,2019-04-22 02:31:52,2020-12-12 09:18:26,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-11-24 06:58:17,2020-12-12 09:19:38,"RT @ElectrekCo: Tesla is seeing strong demand but needs to increase production fast, says Elon Musk in leak email https://t.co/oviC5Moq83 b…",positive
🐝,2013-09-07 19:41:40,2020-12-12 09:20:50,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
The attic ,2019-06-06 01:41:01,2020-12-12 07:24:42,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-03-21 06:24:56,2020-12-12 07:14:35,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Artist,2020-05-09 09:52:31,2020-12-12 10:12:27,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"California, USA",2019-09-23 19:51:29,2020-12-12 05:15:33,"Along with @Tesla, the @Oracle also moving out to #Austin @Teaxas  #goodluck https://t.co/pt4AAAwwhN",positive
"Eagle, Wi",2015-09-05 03:16:23,2020-12-12 05:19:26,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Eagle, Wi",2015-09-05 03:16:23,2020-12-12 05:19:34,RT @discord: here are some beautiful photos of said tesla to go along with these legal terms: https://t.co/F95kM095GN https://t.co/zYjbF4xa…,positive
Milky Way Galaxy,2019-03-07 02:35:43,2020-12-12 05:20:06,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2013-02-06 23:37:55,2020-12-12 05:21:16,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Now im just a York Dork,2009-09-06 03:07:05,2020-12-12 05:22:11,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2013-10-05 05:46:27,2020-12-12 05:26:12,"RT @tandon4congress: Key employers of the bay area - HPE, Tesla, &amp; now Oracle moving their headquarters out of Silicon Valley. We need a fr…",positive
,2018-04-19 13:44:28,2020-12-12 05:26:28,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2016-04-02 15:34:11,2020-12-12 05:27:13,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-05-31 09:36:10,2020-12-12 05:28:06,"RT @MustacheTommy: Tesla to replace Apartment Investment and Management in the S&amp;P 500 https://t.co/IfetHE3Rhq 

This should rocket Tesla s…",positive
"Deerfield Beach, FL",2012-11-23 18:57:32,2020-12-12 05:28:20,"RT @teslaownerssv: Alright fam, I need the sickest pictures of your tesla with a water backdrop. Don’t disappoint",negative
,2019-08-24 23:15:02,2020-12-12 05:35:14,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2014-01-28 03:33:07,2020-12-12 05:35:38,"RT @goldengateblond: so when @Tesla and @Oracle decided to move to Texas, did they know they’d become foreign companies?",positive
a,2018-01-18 23:06:59,2020-12-12 05:37:11,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2014-04-15 20:09:50,2020-12-12 05:45:10,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-07-03 05:55:49,2020-12-12 05:45:50,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
United States,2015-11-15 19:45:20,2020-12-12 05:17:24,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-03-03 01:12:57,2020-12-12 05:15:10,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2015-01-11 07:26:55,2020-12-12 05:51:34,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-02-12 01:03:43,2020-12-12 05:15:00,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Georgia,2020-04-17 01:41:50,2020-12-12 04:43:34,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-11-27 05:46:43,2020-12-12 04:45:59,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Pleasanton, CA",2008-03-24 16:47:08,2020-12-12 04:46:32,"(2/2) If you work for a software company, CA is the best place to live. If you own a significant portion of a company that has low/no growth, TX is the place to be.
#SiliconValley #startup #TX #CA #Oracle #Tesla #HP #moving",positive
,2019-10-14 16:41:46,2020-12-12 04:47:09,"RT @ElectrekCo: Tesla is seeing strong demand but needs to increase production fast, says Elon Musk in leak email https://t.co/oviC5Moq83 b…",positive
